Gross Annual Income,Weekly Savings under new Scheme at 39.00%,Weekly Income under new scheme,Weekly Income under old scheme1k,3/w,19/w,15/w
2k,7/w,38/w,30/w
3k,11/w,57/w,46/w
4k,15/w,76/w,61/w
5k,18/w,96/w,77/w
6k,22/w,115/w,92/w
7k,26/w,134/w,108/w
8k,30/w,153/w,123/w
9k,33/w,173/w,139/w
10k,37/w,192/w,154/w
11k,41/w,211/w,170/w
12k,45/w,230/w,185/w
13k,48/w,250/w,201/w
14k,52/w,269/w,216/w
15k,56/w,288/w,232/w
16k,60/w,307/w,247/w
17k,63/w,326/w,263/w
18k,67/w,346/w,278/w
19k,71/w,365/w,294/w
20k,75/w,384/w,309/w
21k,71/w,396/w,325/w
22k,67/w,408/w,340/w
23k,63/w,419/w,356/w
24k,60/w,431/w,371/w
25k,56/w,443/w,387/w
26k,52/w,455/w,402/w
27k,48/w,466/w,417/w
28k,45/w,478/w,433/w
29k,41/w,490/w,448/w
30k,37/w,501/w,464/w
31k,33/w,513/w,479/w
32k,30/w,525/w,495/w
33k,26/w,537/w,510/w
34k,22/w,548/w,526/w
35k,18/w,560/w,541/w
36k,15/w,572/w,557/w
37k,11/w,584/w,572/w
38k,7/w,595/w,588/w
39k,105/w,607/w,502/w
40k,103/w,619/w,515/w
41k,102/w,630/w,528/w
42k,101/w,642/w,541/w
43k,100/w,654/w,554/w
44k,99/w,666/w,566/w
45k,98/w,677/w,579/w
46k,96/w,689/w,592/w
47k,95/w,701/w,605/w
48k,94/w,713/w,618/w
49k,93/w,724/w,631/w
50k,92/w,736/w,644/w
51k,91/w,748/w,657/w
52k,90/w,760/w,669/w
53k,88/w,771/w,682/w
54k,87/w,783/w,695/w
55k,86/w,795/w,708/w
56k,85/w,806/w,721/w
57k,84/w,818/w,734/w
58k,83/w,830/w,747/w
59k,81/w,842/w,760/w
60k,80/w,853/w,773/w
61k,150/w,865/w,715/w
62k,150/w,877/w,727/w
63k,150/w,889/w,739/w
64k,150/w,900/w,750/w
65k,150/w,912/w,762/w
66k,150/w,924/w,774/w
67k,150/w,935/w,785/w
68k,150/w,947/w,797/w
69k,150/w,959/w,809/w
70k,150/w,971/w,821/w
71k,150/w,982/w,832/w
72k,150/w,994/w,844/w
73k,150/w,1006/w,856/w
74k,150/w,1018/w,868/w
75k,150/w,1029/w,879/w
76k,149/w,1041/w,891/w
77k,150/w,1053/w,903/w
78k,150/w,1065/w,915/w
79k,150/w,1076/w,926/w
80k,150/w,1088/w,938/w
81k,149/w,1100/w,950/w
82k,150/w,1111/w,961/w
83k,150/w,1123/w,973/w
84k,150/w,1135/w,985/w
85k,149/w,1147/w,997/w
86k,150/w,1158/w,1008/w
87k,150/w,1170/w,1020/w
88k,150/w,1182/w,1032/w
89k,150/w,1194/w,1044/w
90k,150/w,1205/w,1055/w
91k,150/w,1217/w,1067/w
92k,150/w,1229/w,1079/w
93k,150/w,1240/w,1090/w
94k,150/w,1252/w,1102/w
95k,150/w,1264/w,1114/w
96k,150/w,1276/w,1126/w
